started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2018-07-01 04:07:39.942000+00:00,2018-07-01 05:50:33.038000+00:00,6173,3,Grieghallen, ,60.38816685367644,5.328334808218642,82,Den nationale scene 1 , ,60.39245536165015,5.320185176096857
2018-07-01 04:11:18.876000+00:00,2018-07-01 04:18:22.403000+00:00,423,7,Neumannsgate,Ved Konsertpaleet,60.39145484865607,5.31889235970084,34,Cornerteateret, ,60.382595986001995,5.325332343545597
2018-07-01 05:25:10.424000+00:00,2018-07-01 05:31:59.397000+00:00,408,24,Studentboligene ved Grønneviken,Grønneviken studentboliger,60.378024641518735,5.350818157212416,157,Høyteknologisenteret,Høyteknologisenteret,60.382254745562825,5.3323324699108525
2018-07-01 05:27:08.536000+00:00,2018-07-01 05:34:35.517000+00:00,446,5,Solheimsviken, ,60.37711952025095,5.335721728558383,34,Cornerteateret, ,60.382595986001995,5.325332343545597
2018-07-01 06:24:15.913000+00:00,2018-07-01 06:44:35.055000+00:00,1219,5,Solheimsviken, ,60.37711952025095,5.335721728558383,58,Tårnplass, ,60.39375532002469,5.3217920958013565
2018-07-01 06:25:01.974000+00:00,2018-07-01 06:44:50.129000+00:00,1188,5,Solheimsviken, ,60.37711952025095,5.335721728558383,58,Tårnplass, ,60.39375532002469,5.3217920958013565
2018-07-01 07:02:33.001000+00:00,2018-07-01 07:18:42.962000+00:00,969,5,Solheimsviken, ,60.37711952025095,5.335721728558383,75,Akvariet, ,60.39987652272946,5.304686307890734
2018-07-01 07:14:05.665000+00:00,2018-07-01 07:23:25.621000+00:00,559,82,Den nationale scene 1 , ,60.39245536165015,5.320185176096857,157,Høyteknologisenteret,Høyteknologisenteret,60.382254745562825,5.3323324699108525
2018-07-01 07:33:06.012000+00:00,2018-07-01 07:40:17.885000+00:00,431,24,Studentboligene ved Grønneviken,Grønneviken studentboliger,60.378024641518735,5.350818157212416,157,Høyteknologisenteret,Høyteknologisenteret,60.382254745562825,5.3323324699108525
2018-07-01 07:36:35.280000+00:00,2018-07-01 07:40:17.981000+00:00,222,58,Tårnplass, ,60.39375532002469,5.3217920958013565,116,Lysverket,"Gamle lysverket, ved KODE",60.389542524377724,5.329622268545791
2018-07-01 07:37:21.407000+00:00,2018-07-01 07:57:27.742000+00:00,1206,33,Høyskolen på Vestlandet, ,60.369179844976586,5.349443793165847,75,Akvariet, ,60.39987652272946,5.304686307890734
2018-07-01 07:41:42.473000+00:00,2018-07-01 09:20:06.784000+00:00,5904,34,Cornerteateret, ,60.382595986001995,5.325332343545597,34,Cornerteateret, ,60.382595986001995,5.325332343545597
2018-07-01 07:43:11.317000+00:00,2018-07-01 07:50:04.012000+00:00,412,75,Akvariet, ,60.39987652272946,5.304686307890734,7,Neumannsgate,Ved Konsertpaleet,60.39145484865607,5.31889235970084
2018-07-01 07:50:15.419000+00:00,2018-07-01 07:57:10.613000+00:00,415,132,Nøstetorget,Sukkerhusbryggen,60.39234269953708,5.31489050385062,34,Cornerteateret, ,60.382595986001995,5.325332343545597
