started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2019-01-01 09:16:40.742000+00:00,2019-01-01 09:23:05.319000+00:00,384,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2019-01-01 10:19:46.756000+00:00,2019-01-01 10:21:59.512000+00:00,132,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.378024641518735,5.350818157212416
2019-01-01 11:28:04.487000+00:00,2019-01-01 12:33:29.742000+00:00,3925,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251
2019-01-01 11:29:00.743000+00:00,2019-01-01 11:37:20.440000+00:00,499,117,Verftet,Ved kaien på ved Georgernes verft,60.395877002094046,5.307755827707297,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2019-01-01 11:51:51.129000+00:00,2019-01-01 12:13:01.912000+00:00,1270,5,Solheimsviken, ,60.37711952025095,5.335721728558383,5,Solheimsviken, ,60.37711952025095,5.335721728558383
2019-01-01 11:52:27.198000+00:00,2019-01-01 12:13:01.984000+00:00,1234,5,Solheimsviken, ,60.37711952025095,5.335721728558383,5,Solheimsviken, ,60.37711952025095,5.335721728558383
2019-01-01 12:21:40.217000+00:00,2019-01-01 12:27:45.995000+00:00,365,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,58,Tårnplass, Tårnplass ved Tinghuset,60.39375532002469,5.3217920958013565
2019-01-01 12:45:14.628000+00:00,2019-01-01 12:52:03.874000+00:00,409,83,Bergen jernbanestasjon,ved Bergen Offentlige Bibliotek,60.39032443075989,5.332439659978263,34,Cornerteateret, Ved BI,60.382595986001995,5.325332343545597
2019-01-01 13:06:49.975000+00:00,2019-01-01 13:11:50.323000+00:00,300,49,Studentsenteret UIB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365
2019-01-01 13:12:29.531000+00:00,2019-01-01 13:20:42.477000+00:00,492,34,Cornerteateret, Ved BI,60.382595986001995,5.325332343545597,83,Bergen jernbanestasjon,ved Bergen Offentlige Bibliotek,60.39032443075989,5.332439659978263
2019-01-01 13:26:55.561000+00:00,2019-01-01 13:33:16.793000+00:00,381,132,Nøstetorget,Sukkerhusbryggen,60.39234269953708,5.31489050385062,83,Bergen jernbanestasjon,ved Bergen Offentlige Bibliotek,60.39032443075989,5.332439659978263
2019-01-01 13:34:04.071000+00:00,2019-01-01 13:39:38.128000+00:00,334,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335,220,Møllendalsplass,ved KMD Fakultetet,60.379685765470725,5.3519936304809335
2019-01-01 13:37:08.978000+00:00,2019-01-01 13:40:43.200000+00:00,214,83,Bergen jernbanestasjon,ved Bergen Offentlige Bibliotek,60.39032443075989,5.332439659978263,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
